latitude,longitude,date,Mean_estimated_fire_brightness,Mean_confidence,Temperature,Precipitation,WindSpeed,SoilWaterContent,SolarRadiation,RelativeHumidity
-28.7508,148.561,27/05/2011,320.5,80,10.8,0,14.5,0.115,14.78,69
